X,Graphic Profile 1
0.038597708,11.2157
0.038638726,11.1979
0.038679744,11.2147
0.038720762,11.2677
0.038761779,11.3666
0.038802797,11.575
0.038843815,11.8463
0.038884833,12.0585
0.03892585,12.0988
0.038966868,12.0917
0.039007886,12.1291
0.039048904,12.1987
0.039089921,12.3278
0.039130939,12.4387
0.039171957,12.5305
0.039212975,12.566
0.039253993,12.615
0.03929501,12.6883
0.039336028,12.7069
0.039377046,12.7167
0.039418064,12.7313
0.039459081,12.7274
0.039500099,12.7557
0.039541117,12.7577
0.039582135,12.7358
0.039623152,12.7125
0.03966417,12.6711
0.039705188,12.6379
0.039746206,12.6449
0.039787223,12.6431
0.039828241,12.6394
0.039869259,12.6374
0.039910277,12.6761
0.039951294,12.6976
0.039992312,12.7343
0.04003333,12.7786
0.040074348,12.8202
0.040115365,12.9112
0.040156383,12.978
0.040197401,12.9771
0.040238419,12.9765
0.040279436,13.0231
0.040320454,13.0265
0.040361472,12.9885
0.04040249,13.041
0.040443507,13.1144
0.040484525,13.1372
0.040525543,13.197
0.040566561,13.299
0.040607578,13.3629
0.040648596,13.287
0.040689614,13.1858
0.040730632,13.1194
0.040771649,13.0887
0.040812667,13.0958
0.040853685,13.0623
0.040894703,13.0034
0.040935721,12.9377
0.040976738,12.8353
0.041017756,12.759
0.041058774,12.6606
0.041099792,12.5486
0.041140809,12.4576
0.041181827,12.3686
0.041222845,12.2047
0.041263863,11.9717
0.04130488,11.7954
0.041345898,11.6164
0.041386916,11.4197
0.041427934,11.2719
0.041468951,11.1184
0.041509969,10.959
0.041550987,10.7674
0.041592005,10.5138
0.041633022,10.233
0.04167404,9.8966
0.041715058,9.5159
0.041756076,9.2811
0.041797093,9.0022
0.041838111,8.6928
0.041879129,8.5104
0.041920147,8.3551
0.041961164,8.3435
0.042002182,8.3142
0.0420432,8.166
0.042084218,8.3194
0.042125235,8.7957
0.042166253,9.2205
0.042207271,9.4923
0.042248289,9.0304
0.042289306,8.53
0.042330324,8.6615
0.042371342,8.9329
0.04241236,9.147
0.042453377,9.2071
0.042494395,9.1938
0.042535413,9.1143
0.042576431,9.0143
0.042617449,8.9334
0.042658466,8.8688
0.042699484,8.8702
0.042740502,8.9611
0.04278152,9.1543
0.042822537,9.276
0.042863555,9.3784
0.042904573,9.1386
0.042945591,8.6514
0.042986608,8.5134
0.043027626,8.4862
0.043068644,8.4618
0.043109662,8.3905
0.043150679,8.3819
0.043191697,8.4042
0.043232715,8.4421
0.043273733,8.4526
0.04331475,8.4317
0.043355768,8.3529
0.043396786,8.1906
0.043437804,8.1762
0.043478821,8.0528
0.043519839,7.9675
0.043560857,7.974
0.043601875,8.1692
0.043642892,8.5039
0.04368391,8.4168
0.043724928,8.2892
0.043765946,8.1847
0.043806963,8.0178
0.043847981,7.7805
0.043888999,7.5875
0.043930017,7.3924
0.043971034,7.1218
0.044012052,6.7952
0.04405307,6.6748
0.044094088,6.6302
0.044135105,6.6285
0.044176123,6.6185
0.044217141,6.6212
0.044258159,6.602
0.044299176,6.5636
0.044340194,6.5656
0.044381212,6.5385
0.04442223,6.5264
0.044463248,6.5388
0.044504265,6.4507
0.044545283,6.4594
0.044586301,6.4041
0.044627319,6.2975
0.044668336,6.3328
0.044709354,6.3849
0.044750372,6.369
0.04479139,6.3692
0.044832407,6.4728
0.044873425,6.818
0.044914443,7.2803
0.044955461,7.4274
0.044996478,7.4649
0.045037496,7.404
0.045078514,7.1964
0.045119532,6.8618
0.045160549,6.5882
0.045201567,6.4414
0.045242585,6.3712
0.045283603,6.2505
0.04532462,6.2439
0.045365638,6.2844
0.045406656,6.3551
0.045447674,6.3705
0.045488691,6.3209
0.045529709,6.3013
0.045570727,6.3403
0.045611745,6.5648
0.045652762,6.9662
0.04569378,7.3254
0.045734798,7.6465
0.045775816,7.797
0.045816833,7.9544
0.045857851,8.1779
0.045898869,8.4113
0.045939887,8.5537
0.045980904,8.6849
0.046021922,8.809
0.04606294,8.9079
0.046103958,8.9556
0.046144976,8.9941
0.046185993,9.0063
0.046227011,8.9887
0.046268029,8.9751
0.046309047,8.952
0.046350064,8.9719
0.046391082,9.0038
0.0464321,9.0306
0.046473118,9.0566
0.046514135,9.0433
0.046555153,9.0117
0.046596171,9.0216
0.046637189,9.0443
0.046678206,9.106
0.046719224,9.1795
0.046760242,9.2021
0.04680126,9.1647
