OBJECTID,ORIG_FID,Id,X_axis,RASTERVALU,Latitude,Longitude,Distance,Elevation
9818,0,0,344,12.4394779,3764409.27,748455.0935,1029,12.43947792
9819,0,0,345,12.4603882,3764406.44,748456.0887,1032,12.46038818
9820,0,0,346,12.4603882,3764403.61,748457.0839,1035,12.46038818
9821,0,0,347,12.4644051,3764400.78,748458.0791,1038,12.46440506
9822,0,0,348,12.4628487,3764397.95,748459.0743,1041,12.46284866
9823,0,0,349,12.3964643,3764395.12,748460.0695,1044,12.39646435
9824,0,0,350,12.5082474,3764392.29,748461.0647,1047,12.50824738
9825,0,0,351,12.4503126,3764389.459,748462.0599,1050,12.45031261
9826,0,0,352,12.3982315,3764386.629,748463.0551,1053,12.39823151
9827,0,0,353,12.4257145,3764383.799,748464.0503,1056,12.42571449
9828,0,0,354,12.5364304,3764380.969,748465.0455,1059,12.53643036
9829,0,0,355,12.4411898,3764378.139,748466.0407,1062,12.44118977
9830,0,0,356,12.3904629,3764375.309,748467.0359,1065,12.39046288
9831,0,0,357,12.3806,3764372.479,748468.0313,1068,12.38059998
9832,0,0,358,12.4119177,3764369.649,748469.0265,1071,12.41191769
9833,0,0,359,12.4001245,3764366.818,748470.0217,1074,12.40012455
9834,0,0,360,12.3286924,3764363.989,748471.0169,1077,12.32869244
9835,0,0,361,12.3222828,3764361.158,748472.0121,1080,12.32228279
9836,0,0,362,12.4075384,3764358.328,748473.0073,1083,12.40753841
9837,0,0,363,12.4075384,3764355.498,748474.0025,1086,12.40753841
9838,0,0,364,12.4268284,3764352.668,748474.9977,1089,12.42682838
9839,0,0,365,12.4916029,3764349.838,748475.9929,1092,12.4916029
9840,0,0,366,12.4916029,3764347.008,748476.9881,1095,12.4916029
9841,0,0,367,12.6321363,3764344.178,748477.9833,1098,12.63213634
9842,0,0,368,12.5053844,3764341.628,748479.4007,1101,12.50538445
9843,0,0,369,12.4735937,3764339.612,748481.6229,1104,12.47359371
9844,0,0,370,12.3915405,3764337.597,748483.8451,1107,12.39154053
9845,0,0,371,12.3866301,3764335.582,748486.0673,1110,12.38663006
9846,0,0,372,12.4097996,3764333.566,748488.2897,1113,12.40979958
9847,0,0,373,12.5051489,3764331.551,748490.5119,1116,12.50514889
9848,0,0,374,12.4174194,3764329.536,748492.7341,1119,12.41741943
9849,0,0,375,12.6409798,3764327.52,748494.9565,1122,12.64097977
9850,0,0,376,12.4851685,3764325.505,748497.1787,1125,12.48516846
9851,0,0,377,12.4851685,3764323.49,748499.4009,1128,12.48516846
9852,0,0,378,12.3550014,3764321.474,748501.6231,1131,12.35500145
9853,0,0,379,12.2917976,3764319.459,748503.8455,1134,12.29179764
9854,0,0,380,12.2917976,3764317.444,748506.0677,1137,12.29179764
9855,0,0,381,12.3969498,3764315.428,748508.2899,1140,12.39694977
9856,0,0,382,12.3837652,3764313.413,748510.5121,1143,12.38376522
9857,0,0,383,12.3837652,3764311.398,748512.7345,1146,12.38376522
9858,0,0,384,12.3786764,3764309.382,748514.9567,1149,12.37867641
9859,0,0,385,12.4248753,3764307.367,748517.1789,1152,12.42487526
9860,0,0,386,12.3100643,3764305.352,748519.4013,1155,12.31006432
9861,0,0,387,12.23244,3764303.336,748521.6235,1158,12.23243999
9862,0,0,388,12.311286,3764301.321,748523.8457,1161,12.31128597
9863,0,0,389,12.2339783,3764299.306,748526.0679,1164,12.23397827
