OBJECTID,ORIG_FID,Id,X_axis,RASTERVALU,Latitude,Longitude,Distance,Elevation
10151,0,0,998,9.5083122,3734130.44,3734130.44,537,9.508312225
10152,0,0,999,9.5083122,3734128.295,3734128.295,540,9.508312225
10153,0,0,1000,9.3666382,3734126.15,3734126.15,543,9.366638184
10154,0,0,1001,9.6421509,3734124.005,3734124.005,546,9.642150879
10155,0,0,1002,9.6421509,3734121.859,3734121.859,549,9.642150879
10156,0,0,1003,10.1244822,3734119.714,3734119.714,552,10.12448215
10157,0,0,1004,10.1290483,3734117.569,3734117.569,555,10.12904835
10158,0,0,1005,10.1290483,3734115.424,3734115.424,558,10.12904835
10159,0,0,1006,10.1192083,3734113.278,3734113.278,561,10.11920834
10160,0,0,1007,9.6414185,3734111.133,3734111.133,564,9.641418457
10161,0,0,1008,9.7293701,3734108.988,3734108.988,567,9.729370117
10162,0,0,1009,9.680603,3734106.843,3734106.843,570,9.680603027
10163,0,0,1010,9.6038208,3734104.697,3734104.697,573,9.603820801
10164,0,0,1011,9.6896973,3734102.552,3734102.552,576,9.689697266
10165,0,0,1012,9.7403564,3734100.407,3734100.407,579,9.740356445
10166,0,0,1013,9.7469997,3734098.262,3734098.262,582,9.746999741
10167,0,0,1014,9.7663574,3734096.116,3734096.116,585,9.766357422
10168,0,0,1015,9.8455067,3734093.971,3734093.971,588,9.845506668
10169,0,0,1016,9.8455067,3734091.826,3734091.826,591,9.845506668
10170,0,0,1017,9.9891872,3734089.681,3734089.681,594,9.989187241
10171,0,0,1018,9.9658642,3734087.536,3734087.536,597,9.965864182
10172,0,0,1019,9.8374462,3734085.39,3734085.39,600,9.837446213
10173,0,0,1020,9.9261532,3734083.245,3734083.245,603,9.926153183
10174,0,0,1021,9.8726635,3734081.1,3734081.1,606,9.872663498
10175,0,0,1022,9.8919802,3734078.955,3734078.955,609,9.891980171
10176,0,0,1023,9.9077415,3734076.809,3734076.809,612,9.907741547
10177,0,0,1024,9.8349972,3734074.664,3734074.664,615,9.834997177
10178,0,0,1025,9.9428711,3734072.519,3734072.519,618,9.942871094
10179,0,0,1026,9.9295044,3734070.373,3734070.373,621,9.929504395
10180,0,0,1027,9.864624,3734068.228,3734068.228,624,9.864624023
10181,0,0,1028,9.81604,3734066.083,3734066.083,627,9.816040039
10182,0,0,1029,9.897644,3734063.938,3734063.938,630,9.897644043
10183,0,0,1030,9.9706421,3734061.793,3734061.793,633,9.97064209
10184,0,0,1031,9.9640007,3734059.862,3734059.862,636,9.964000702
10185,0,0,1032,9.7824688,3734057.982,3734057.982,639,9.782468796
10186,0,0,1033,9.76441,3734056.1,3734056.1,642,9.764410019
10187,0,0,1034,9.76441,3734054.219,3734054.219,645,9.764410019
10188,0,0,1035,10.0849514,3734052.338,3734052.338,648,10.0849514
10189,0,0,1036,10.0810547,3734050.457,3734050.457,651,10.08105469
10190,0,0,1037,9.9951839,3734048.576,3734048.576,654,9.995183945
10191,0,0,1038,10.1079121,3734046.695,3734046.695,657,10.10791206
10192,0,0,1039,9.9193726,3734044.814,3734044.814,660,9.919372559
10193,0,0,1040,9.8383789,3734042.933,3734042.933,663,9.838378906
10194,0,0,1041,9.9441471,3734041.052,3734041.052,666,9.94414711
10195,0,0,1042,9.9441471,3734039.17,3734039.17,669,9.94414711
10196,0,0,1043,9.8084717,3734037.289,3734037.289,672,9.80847168
10197,0,0,1044,9.8168945,3734035.408,3734035.408,675,9.816894531
10198,0,0,1045,9.8947401,3734033.527,3734033.527,678,9.894740105
10199,0,0,1046,9.8947401,3734031.646,3734031.646,681,9.894740105
10200,0,0,1047,9.6614714,3734029.765,3734029.765,684,9.661471367
10201,0,0,1048,9.9933796,3734027.884,3734027.884,687,9.993379593
10202,0,0,1049,9.9933796,3734026.003,3734026.003,690,9.993379593
10203,0,0,1050,10.0330095,3734024.122,3734024.122,693,10.03300953
10204,0,0,1051,9.9679565,3734022.24,3734022.24,696,9.967956543
10205,0,0,1052,9.8936186,3734020.359,3734020.359,699,9.893618584
10206,0,0,1053,9.9841967,3734018.478,3734018.478,702,9.984196663
10207,0,0,1054,9.9370527,3734016.597,3734016.597,705,9.937052727
10208,0,0,1055,9.8737183,3734014.716,3734014.716,708,9.873718262
10209,0,0,1056,9.8691702,3734012.835,3734012.835,711,9.869170189
10210,0,0,1057,9.8009071,3734010.954,3734010.954,714,9.800907135
10211,0,0,1058,9.7105713,3734009.073,3734009.073,717,9.710571289
10212,0,0,1059,9.5940552,3734007.192,3734007.192,720,9.594055176
10213,0,0,1060,9.5921021,3734005.31,3734005.31,723,9.592102051
10214,0,0,1061,9.5921021,3734003.43,3734003.43,726,9.592102051
10215,0,0,1062,9.6599121,3734001.548,3734001.548,729,9.659912109
10216,0,0,1063,9.6530151,3733999.667,3733999.667,732,9.653015137
10217,0,0,1064,9.7139282,3733997.786,3733997.786,735,9.713928223
10218,0,0,1065,9.7421265,3733995.905,3733995.905,738,9.742126465
10219,0,0,1066,9.678833,3733994.024,3733994.024,741,9.678833008
10220,0,0,1067,9.659729,3733992.143,3733992.143,744,9.659729004
10221,0,0,1068,9.659729,3733990.262,3733990.262,747,9.659729004
10222,0,0,1069,9.3854046,3733988.381,3733988.381,750,9.385404587
10223,0,0,1070,9.4954081,3733986.5,3733986.5,753,9.495408058
10224,0,0,1071,9.5723877,3733984.618,3733984.618,756,9.572387695
10225,0,0,1072,9.4109497,3733982.737,3733982.737,759,9.410949707
10226,0,0,1073,9.8240585,3733980.856,3733980.856,762,9.824058533
10227,0,0,1074,9.799181,3733978.975,3733978.975,765,9.799180984
10228,0,0,1075,9.5770264,3733977.094,3733977.094,768,9.577026367
